Burst_Name,Burst_Image,BurstID,Simple,Extended,Other,Too Noisy,Verify,Follow
GRB130609A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130609A_557782.png,95373849,15,3,2,0,,"[11, 10, 2, 0, 1, 1]"
GRB130609B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130609B_557828.png,95373851,3,14,13,1,,"[7, 16, 11, 0, 1, 3]"
GRB130610A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130610A_557845.png,95373852,13,12,1,3,,"[5, 21, 4, 0, 0, 3]"
GRB130612A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130612A_557976.png,95373853,17,2,0,0,Simple,"[13, 6, 1, 0, 0, 0]"
GRB130615A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130615A_558271.png,95373854,0,1,0,12,Too Noisy,"[0, 1, 1, 0, 0, 12]"
GRB130625A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130625A_558982.png,95373855,22,2,5,0,,"[20, 2, 7, 0, 4, 4]"
GRB130626A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130626A_559075.png,95373857,16,0,2,0,Simple,"[12, 1, 2, 0, 3, 3]"
GRB130627A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130627A_559132.png,95373859,9,4,14,3,,"[10, 5, 11, 0, 5, 8]"
GRB130627B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130627B_559139.png,95373860,8,14,4,1,,"[9, 15, 5, 0, 1, 3]"
GRB130701A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130701A_559482.png,95373862,18,1,4,1,,"[13, 7, 3, 0, 3, 4]"
GRB130716A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130716A_561974.png,95373864,18,12,3,5,,"[21, 6, 8, 0, 3, 8]"
GRB130719A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130719A_562625.png,95373865,4,0,4,17,,"[0, 3, 4, 0, 2, 21]"
GRB130722A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130722A_563213.png,95373866,4,3,13,0,,"[13, 3, 13, 0, 0, 0]"
GRB130725A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130725A_563980.png,95373867,2,8,7,9,,"[8, 1, 5, 0, 4, 13]"
GRB130725B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130725B_564028.png,95373868,15,3,1,0,,"[1, 17, 1, 0, 0, 0]"
GRB130727A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130727A_564342.png,95373871,16,8,10,1,,"[15, 7, 18, 0, 2, 3]"
GRB130803A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130803A_565263.png,95373872,6,9,15,3,,"[20, 11, 6, 0, 0, 3]"
GRB130806A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130806A_565562.png,95373874,16,4,23,3,,"[25, 4, 13, 0, 3, 6]"
GRB130807A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130807A_565651.png,95373876,4,12,3,3,,"[6, 14, 4, 0, 1, 4]"
GRB130812A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130812A_566228.png,95373877,2,5,15,3,,"[6, 4, 15, 0, 2, 5]"
GRB130816A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130816A_566545.png,95373879,2,1,15,0,Other,"[13, 0, 7, 0, 1, 1]"
GRB130816B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130816B_566561.png,95373880,11,0,0,0,Simple,"[7, 0, 0, 0, 4, 4]"
GRB130822A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130822A_567163.png,95373881,7,0,7,17,,"[7, 3, 1, 0, 3, 22]"
GRB130829A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130829A_568417.png,95373882,14,7,6,1,,"[21, 4, 6, 0, 2, 4]"
GRB130831A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130831A_568849.png,95373883,8,16,5,1,,"[2, 28, 2, 0, 1, 2]"
GRB130831B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130831B_568855.png,95373885,14,5,8,3,,"[14, 4, 12, 0, 0, 3]"
GRB130907A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130907A_569992.png,95373887,4,6,11,5,,"[7, 7, 12, 0, 2, 7]"
GRB130912A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130912A_570465.png,95373889,15,0,1,1,Simple,"[13, 1, 3, 0, 0, 1]"
GRB130919A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130919A_571271.png,95373890,1,4,11,14,,"[4, 2, 9, 0, 3, 19]"
GRB130925A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130925A_571830.png,95373893,4,13,1,2,,"[2, 15, 4, 0, 0, 2]"
GRB130929A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB130929A_572308.png,95373894,15,4,1,0,,"[7, 10, 3, 0, 1, 1]"
GRB131002A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131002A_572721.png,95373895,1,2,12,1,,"[6, 9, 4, 0, 0, 1]"
GRB131002B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131002B_572742.png,95373896,11,8,4,3,,"[4, 16, 4, 0, 0, 3]"
GRB131004A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131004A_573190.png,95373898,15,1,1,0,Simple,"[10, 6, 2, 0, 0, 0]"
GRB131018A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131018A_574935.png,95373900,7,4,8,10,,"[8, 3, 9, 0, 1, 11]"
GRB131024A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131024A_575707.png,95373902,3,6,21,7,,"[10, 10, 12, 0, 3, 12]"
GRB131024B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131024B_575754.png,95373903,3,6,7,13,,"[0, 8, 5, 0, 3, 17]"
GRB131030A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131030A_576238.png,95373904,20,11,0,2,,"[8, 19, 3, 0, 3, 5]"
GRB131031A,,95373906,3,5,17,4,,"[5, 6, 9, 0, 5, 11]"
GRB131103A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131103A_576562.png,95373907,10,4,12,3,,"[11, 4, 12, 0, 6, 10]"
GRB131105A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131105A_576738.png,95373908,1,1,12,4,,"[10, 0, 9, 0, 0, 4]"
GRB131117A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131117A_577968.png,95373910,10,4,13,2,,"[12, 7, 14, 0, 2, 4]"
GRB131120A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131120A_578227.png,95373911,0,0,1,11,Too Noisy,"[0, 0, 0, 0, 1, 12]"
GRB131127A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131127A_579571.png,95373914,0,2,15,1,Other,"[6, 3, 12, 0, 1, 2]"
GRB131128A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131128A_579683.png,95373916,11,0,0,0,Simple,"[9, 1, 0, 0, 1, 1]"
GRB131202A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131202A_579982.png,95373917,5,12,6,1,,"[7, 9, 8, 0, 2, 5]"
GRB131205A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131205A_580267.png,95373918,0,1,12,1,Other,"[6, 3, 3, 0, 1, 2]"
GRB131226A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131226A_582123.png,95373919,13,12,8,2,,"[12, 7, 13, 0, 2, 4]"
GRB131227A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131227A_582184.png,95373921,6,14,13,2,,"[2, 25, 12, 0, 0, 2]"
GRB131229A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB131229A_582374.png,95373922,8,8,10,3,,"[12, 5, 13, 0, 0, 3]"
GRB140102A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140102A_582760.png,95373924,13,2,0,0,Simple,"[9, 4, 1, 0, 1, 1]"
GRB140103A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140103A_582773.png,95373925,17,3,11,2,,"[25, 3, 4, 0, 0, 2]"
GRB140108A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140108A_583338.png,95373927,0,1,13,0,Other,"[11, 1, 4, 0, 0, 0]"
GRB140114A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140114A_583861.png,95373929,15,1,5,3,,"[18, 0, 6, 0, 1, 5]"
GRB140118A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140118A_584136.png,95373930,3,0,13,0,Other,"[11, 1, 5, 0, 1, 1]"
GRB140129A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140129A_585128.png,95373931,11,1,1,0,Simple,"[8, 5, 2, 0, 0, 0]"
GRB140129B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140129B_585149.png,95373932,12,0,1,0,Simple,"[12, 1, 0, 0, 0, 0]"
GRB140206A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140206A_585834.png,95373933,0,3,12,0,Other,"[7, 7, 5, 0, 0, 0]"
GRB140209A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140209A_586071.png,95373936,16,2,1,0,Simple,"[12, 4, 3, 0, 2, 2]"
GRB140211A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140211A_586289.png,95373937,3,12,3,4,,"[2, 10, 4, 0, 3, 8]"
GRB140213A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140213A_586569.png,95373939,6,9,8,3,,"[8, 10, 9, 0, 2, 5]"
GRB140215A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140215A_586680.png,95373941,13,15,6,1,,"[4, 30, 6, 0, 0, 1]"
GRB140301A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140301A_589590.png,95373943,2,3,9,3,,"[5, 1, 7, 0, 1, 4]"
GRB140302A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140302A_589685.png,95373944,10,15,2,3,,"[2, 23, 4, 0, 0, 3]"
GRB140304A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140304A_590206.png,95373945,0,1,12,1,Other,"[5, 4, 7, 0, 1, 2]"
GRB140305A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140305A_590446.png,95373946,9,11,6,3,,"[2, 23, 7, 0, 0, 3]"
GRB140311A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140311A_591390.png,95373948,1,2,10,26,,"[5, 1, 7, 0, 2, 29]"
GRB140318A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140318A_592204.png,95373949,11,4,10,5,,"[8, 5, 9, 0, 4, 11]"
GRB140320A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140320A_592544.png,95373950,11,0,0,0,Simple,"[8, 1, 1, 0, 1, 1]"
GRB140323A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140323A_592916.png,95373952,0,6,13,2,,"[8, 3, 15, 0, 1, 3]"
GRB140331A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140331A_594081.png,95373956,1,0,4,15,,"[1, 1, 2, 0, 3, 18]"
GRB140408A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140408A_595141.png,95373957,21,1,2,0,Simple,"[13, 9, 1, 0, 0, 0]"
GRB140412A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140412A_595608.png,95373958,14,5,11,2,,"[11, 14, 9, 0, 1, 3]"
GRB140413A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140413A_595616.png,95373959,14,3,18,4,,"[13, 3, 16, 0, 7, 12]"
GRB140419A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140419A_596426.png,95373960,2,7,18,2,,"[9, 15, 14, 0, 2, 4]"
GRB140423A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140423A_596901.png,95373961,21,3,8,1,,"[23, 3, 8, 0, 2, 3]"
GRB140428A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140428A_597519.png,95373963,0,4,15,3,,"[9, 2, 11, 0, 0, 4]"
GRB140430A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140430A_597722.png,95373964,9,8,8,1,,"[19, 4, 9, 0, 2, 3]"
GRB140502A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140502A_597841.png,95373966,11,12,4,1,,"[4, 20, 7, 0, 0, 1]"
GRB140506A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140506A_598284.png,95373969,15,10,7,0,,"[22, 6, 5, 0, 2, 2]"
GRB140509A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140509A_598497.png,95373970,9,7,9,1,,"[9, 9, 7, 0, 1, 2]"
GRB140512A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140512A_598819.png,95373971,0,1,15,1,Other,"[16, 0, 4, 0, 0, 1]"
GRB140515A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140515A_599037.png,95373972,2,3,15,1,,"[8, 3, 13, 0, 2, 3]"
GRB140516A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140516A_599188.png,95373973,13,1,1,3,,"[9, 4, 0, 0, 2, 5]"
GRB140518A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140518A_599287.png,95373974,0,2,14,0,Other,"[6, 4, 9, 0, 3, 3]"
GRB140521A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140521A_599546.png,95373977,12,10,7,1,,"[4, 21, 7, 0, 1, 2]"
GRB140606A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140606A_600951.png,95373978,11,0,1,1,Simple,"[9, 1, 0, 0, 2, 3]"
GRB140607A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140607A_601051.png,95373979,1,1,4,14,,"[3, 1, 3, 0, 1, 15]"
GRB140610A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140610A_601259.png,95373983,4,14,10,4,,"[3, 14, 17, 0, 1, 5]"
GRB140611A,,95373984,6,1,23,4,,"[12, 0, 10, 0, 9, 13]"
GRB140614A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140614A_601646.png,95373985,4,2,10,15,,"[4, 4, 11, 0, 2, 17]"
GRB140614B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140614B_601662.png,95373986,8,11,9,5,,"[4, 14, 14, 0, 1, 7]"
GRB140619A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140619A_602080.png,95373987,6,6,15,4,,"[14, 5, 19, 0, 1, 5]"
GRB140622A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140622A_602278.png,95373988,8,3,7,13,,"[7, 2, 3, 0, 6, 19]"
GRB140626A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140626A_602604.png,95373990,0,3,14,2,,"[8, 3, 11, 0, 2, 4]"
GRB140628A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140628A_602803.png,95373991,15,7,4,1,,"[6, 17, 5, 0, 0, 1]"
GRB140629A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140629A_602884.png,95373992,5,7,14,2,,"[18, 4, 14, 0, 0, 2]"
GRB140703A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140703A_603243.png,95373997,7,14,13,2,,"[8, 26, 16, 0, 2, 4]"
GRB140706A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140706A_603587.png,95373998,0,3,17,1,Other,"[15, 4, 9, 0, 0, 1]"
GRB140709A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140709A_603810.png,95373999,0,3,12,1,,"[7, 5, 12, 0, 0, 1]"
GRB140709B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140709B_603866.png,95374000,0,11,17,2,,"[15, 1, 20, 0, 2, 4]"
GRB140710A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140710A_603954.png,95374001,15,3,0,0,Simple,"[8, 11, 0, 0, 0, 0]"
GRB140713A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140713A_604232.png,95374002,3,3,16,0,,"[12, 4, 9, 0, 1, 1]"
GRB140716A-2,,95374003,18,0,4,4,,"[19, 1, 1, 0, 2, 7]"
GRB140719A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140719A_605612.png,95374005,6,6,12,2,,"[6, 11, 14, 0, 2, 4]"
GRB140719B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140719B_605700.png,95374006,11,5,12,4,,"[7, 9, 11, 0, 3, 8]"
GRB140730A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140730A_607742.png,95374010,2,4,12,4,,"[11, 5, 11, 0, 0, 4]"
GRB140817A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140817A_609736.png,95374011,6,13,12,2,,"[20, 3, 14, 0, 2, 4]"
GRB140818B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140818B_609885.png,95374012,12,11,1,0,,"[10, 7, 4, 0, 2, 3]"
GRB140824A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140824A_610501.png,95374013,12,0,0,1,Simple,"[9, 3, 1, 0, 0, 1]"
GRB140828A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140828A_610953.png,95374014,7,4,7,1,,"[14, 2, 5, 0, 0, 1]"
GRB140903A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140903A_611599.png,95374016,13,0,0,0,Simple,"[11, 0, 1, 0, 1, 1]"
GRB140907A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140907A_611933.png,95374017,21,2,6,0,,"[22, 1, 9, 0, 1, 1]"
GRB140916A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140916A_612804.png,95374019,0,13,8,13,,"[4, 4, 10, 0, 5, 20]"
GRB140919A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140919A_613160.png,95374023,1,5,9,1,,"[6, 5, 10, 0, 0, 1]"
GRB140927A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140927A_613775.png,95374024,0,2,15,1,Other,"[10, 0, 6, 0, 4, 5]"
GRB140930B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB140930B_614094.png,95374025,11,1,0,0,Simple,"[7, 4, 1, 0, 0, 0]"
GRB141004A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141004A_614390.png,95374026,18,6,0,2,,"[10, 14, 4, 0, 0, 2]"
GRB141005A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141005A_614415.png,95374027,15,2,0,0,Simple,"[11, 5, 0, 0, 1, 1]"
GRB141015A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141015A_615399.png,95374028,16,12,4,1,,"[2, 23, 11, 0, 0, 1]"
GRB141017A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141017A_615672.png,95374029,8,3,15,2,,"[15, 10, 11, 0, 0, 2]"
GRB141020A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141020A_615873.png,95374030,2,3,14,4,,"[12, 1, 14, 0, 0, 4]"
GRB141022A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141022A_616061.png,95374031,15,4,14,5,,"[22, 1, 6, 0, 5, 12]"
GRB141026A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141026A_616502.png,95374033,2,2,7,17,,"[4, 2, 3, 0, 2, 20]"
GRB141031A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141031A_617110.png,95374037,11,8,8,5,,"[14, 8, 2, 0, 5, 13]"
GRB141031B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141031B_617149.png,95374039,1,1,12,2,,"[6, 4, 6, 0, 3, 6]"
GRB141102A,,95374040,13,2,11,2,,"[8, 8, 0, 0, 8, 11]"
GRB141109A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141109A_618024.png,95374041,5,5,15,2,,"[14, 8, 11, 0, 3, 5]"
GRB141109B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141109B_618032.png,95374042,1,0,12,18,,"[6, 1, 5, 0, 2, 23]"
GRB141121A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141121A_619182.png,95374043,1,0,1,12,Too Noisy,"[1, 1, 1, 0, 1, 13]"
GRB141130A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141130A_620090.png,95374044,2,7,19,2,,"[8, 9, 25, 0, 0, 2]"
GRB141212A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141212A_621229.png,95374045,10,0,0,1,,"[8, 1, 0, 0, 1, 2]"
GRB141212B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141212B_621234.png,95374047,3,3,13,1,,"[10, 1, 13, 0, 0, 1]"
GRB141220A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141220A_621915.png,95374050,12,8,13,1,,"[11, 12, 19, 0, 4, 5]"
GRB141221A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141221A_622006.png,95374051,1,1,12,2,,"[7, 4, 8, 0, 0, 2]"
GRB141225A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB141225A_622476.png,95374053,3,16,0,3,,"[2, 15, 2, 0, 0, 3]"
GRB150101A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150101A_623158.png,95374054,6,0,9,13,,"[6, 0, 0, 0, 8, 22]"
GRB150103A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150103A_623368.png,95374056,5,6,12,4,,"[7, 6, 10, 0, 1, 6]"
GRB150110B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150110B_624606.png,95374057,8,3,15,3,,"[14, 1, 16, 0, 1, 4]"
GRB150120A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150120A_627137.png,95374058,14,0,0,0,Simple,"[9, 3, 0, 0, 2, 2]"
GRB150120B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150120B_627170.png,95374060,7,1,14,2,,"[12, 5, 14, 0, 0, 3]"
GRB150201A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150201A_629302.png,95374061,14,12,7,3,,"[8, 22, 13, 0, 1, 4]"
GRB150202A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150202A_629547.png,95374064,1,3,15,0,,"[9, 5, 9, 0, 5, 5]"
GRB150203A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150203A_629578.png,95374065,6,9,16,4,,"[5, 9, 19, 0, 3, 7]"
GRB150206A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150206A_630019.png,95374067,18,7,11,1,,"[22, 3, 11, 0, 4, 5]"
GRB150211A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150211A_630714.png,95374068,3,4,15,0,,"[10, 5, 11, 0, 1, 1]"
GRB150212A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150212A_630876.png,95374069,19,7,2,2,,"[0, 28, 1, 0, 0, 2]"
GRB150213B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150213B_631051.png,95374070,2,14,2,15,,"[1, 13, 3, 0, 2, 18]"
GRB150222A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150222A_632180.png,95374071,10,5,10,1,,"[13, 11, 5, 0, 3, 4]"
GRB150301A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150301A_632995.png,95374073,12,0,0,1,Simple,"[11, 0, 0, 0, 1, 2]"
GRB150301B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150301B_633180.png,95374075,19,18,1,2,,"[7, 28, 7, 0, 0, 2]"
GRB150302A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150302A_633237.png,95374077,9,5,10,5,,"[6, 10, 8, 0, 3, 8]"
GRB150309A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150309A_634200.png,95374079,13,18,7,1,,"[17, 16, 10, 0, 1, 2]"
GRB150314A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150314A_634795.png,95374081,21,12,0,1,,"[6, 25, 1, 0, 2, 3]"
GRB150317A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150317A_635148.png,95374082,1,6,21,1,,"[13, 8, 19, 0, 1, 2]"
GRB150318A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150318A_635289.png,95374083,3,7,14,3,,"[9, 3, 15, 0, 1, 4]"
GRB150323A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150323A_635887.png,95374085,5,3,16,0,,"[3, 18, 8, 0, 0, 0]"
GRB150323B,,95374086,9,2,21,7,,"[4, 9, 3, 0, 17, 25]"
GRB150323C,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150323C_636005.png,95374088,4,3,11,10,,"[7, 5, 7, 0, 2, 12]"
GRB150403A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150403A_637044.png,95374091,15,2,2,1,,"[15, 3, 1, 0, 0, 1]"
GRB150413A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150413A_637899.png,95374092,4,6,12,3,,"[13, 4, 11, 0, 1, 4]"
GRB150423A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150423A_638808.png,95374093,12,0,0,2,Simple,"[11, 0, 0, 0, 1, 3]"
GRB150428A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150428A_639275.png,95374094,1,3,12,1,,"[6, 1, 12, 0, 1, 2]"
GRB150428B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150428B_639278.png,95374096,0,2,9,1,,"[6, 6, 7, 0, 0, 1]"
GRB150430A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150430A_639433.png,95374097,1,16,18,3,,"[20, 6, 17, 0, 1, 4]"
GRB150513A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150513A_640584.png,95374099,0,2,16,1,Other,"[14, 6, 10, 0, 1, 2]"
GRB150527A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150527A_641698.png,95374100,1,6,17,1,,"[11, 3, 15, 0, 3, 4]"
GRB150530A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150530A_642018.png,95374102,12,0,1,0,Simple,"[11, 0, 2, 0, 0, 0]"
GRB150607A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB150607A_642620.png,95374105,0,3,20,0,Other,"[10, 8, 13, 0, 2, 3]"
